Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Human Phenotype	HP:0012777	Retinal neoplasm	 	3.371E-8	1.818E-4	9.372E-7	8.594E-6	38	191	EPHB2,ERG,ETV1,ETV4,MDM2,EZH2,AXIN1,MET,AKT1,FGFR1,TACC3,ALK,HOXB13,RHOA,ATM,H19,MYB,MYC,MYD88,GATA1,CCND1,PROM1,GPC3,BRCA1,BRAF,SEMA4A,NTRK3,TERT,TP53,PIK3CA,HRAS,CREBBP,CTNNB1,MAP2K1,PTPN11,KRAS,RB1,EGFR
Human Phenotype	HP:0005918	Abnormality of phalanx of finger	 	3.394E-8	1.830E-4	9.387E-7	8.608E-6	74	513	USP9X,SMC1A,ACTG2,EZH2,SALL1,JAG1,KMT2A,FGF9,FGFR1,FGFR2,MMP2,MAD2L2,FLNA,FERMT1,IKBKG,SHH,SKI,MSX2,MTOR,TP63,SUFU,FZD2,H19,SOX9,EED,HDAC8,GATA1,BMP2,BMP4,GPC3,BRCA1,GLI2,MAP3K7,NOTCH1,NOTCH2,SATB2,ROR2,DDR2,TWIST2,RUNX2,CCND2,TGFB2,TGFBR1,TGFBR2,SMC3,SUZ12,PDGFRB,TRPS1,TWIST1,HOXA13,PIK3CA,EIF2AK3,KDM6A,WNT5A,SIN3A,CREBBP,CRKL,SLC30A7,MAPK1,HDAC4,PTEN,ZEB2,PTHLH,RBM8A,L1CAM,LAMC2,SALL4,TBL1XR1,NLRP3,ZEB2-AS1,HMGA2,LMNA,MICALL2,EP300
Human Phenotype	HP:0010978	Abnormality of immune system physiology	 	3.457E-8	1.864E-4	9.513E-7	8.723E-6	169	1554	EPHB2,SPRY2,ERBB2,ERG,USP9X,ESR1,SMC1A,ACTA2,ETV1,ETV4,ACTG2,EZH2,F2,GRHL2,AXIN1,MET,YAP1,KMT2A,CCL2,CCL3,AKT1,FGFR1,FGFR2,MMP1,MMP2,CCL18,MAD2L2,TACC3,ALDOB,ALK,HOXB13,CXCL12,FOXC2,FOXN1,FLNA,ANG,FMR1,FERMT1,IKBKG,SHH,SIX1,FAS,RHOA,FOXD3,TNFSF11,MTOR,TP63,TBK1,FSHR,SNAI2,ATM,MUC4,H19,MYB,MYC,MYD88,MYL2,TNFSF12,SPOCK1,HDAC8,GATA1,GATA3,GATA6,CCND1,BCL2,TNFRSF11A,BCL6,STAT1,STAT3,STIM1,STK11,PPARGC1A,GJB2,GPC3,BRCA1,BRAF,NF2,SQSTM1,NFKB1,NFKBIA,C3,TBXT,ADAM17,MAP3K7,NOTCH2,TAZ,NOTCH3,TCF4,TCF3,ZEB1,NTRK3,ROR2,DDR2,CAV1,PSTPIP1,RUNX2,TERT,DICER1,CLDN1,TGFB1,SMC3,RASSF1,TLR4,CD151,TNF,SUZ12,CDH1,TNXB,TP53,TP73,PDGFB,CFTR,TRPS1,TSC1,TSC2,ABCB1,TWIST1,HOXA13,PIK3CA,PIK3R1,HRAS,CTHRC1,CYP7B1,CCR6,KDM6A,VCP,VHL,IRF8,WWTR1,SIN3A,PPARG,CREBBP,CRKL,ISG15,CTGF,CAVIN1,MAPK1,CTNNB1,MAP2K1,MAP2K2,IL6,HDAC4,ITGA3,PTEN,PTGER2,JAK2,JAK3,PTPN11,CXCR4,RBM8A,TNFSF15,DNMT1,DNMT3B,KRAS,ITCH,KRT17,RB1,LAMC2,RELA,LEP,NLRP3,HMGA2,LMNA,EGFR,VANGL1,ROCK1,EPCAM,SMAD3,FBXW7
Human Phenotype	HP:0001595	Abnormality of the hair	 	3.659E-8	1.973E-4	1.002E-6	9.185E-6	127	1070	EPHB2,USP9X,SMC1A,MEG3,EZH2,F2,MITF,KMT2A,CCL2,CCL3,AKT1,FGFR1,FGFR2,MMP1,MMP2,CCL18,MAD2L2,HOXB13,CXCL12,FOXC2,FOXN1,FLNA,FMR1,FERMT1,IKBKG,SKI,FAS,AR,RHOA,TNFSF11,MTOR,TP63,FSHR,SNAI2,ATM,KDM1A,MYC,SOX3,SOX9,MYD88,EED,WWOX,TNFSF12,HDAC8,GATA1,CCND1,STAT3,BMP2,GJB2,BRCA1,BRAF,GLI2,NFKB1,NFKBIA,MAP3K7,NOTCH1,NOTCH2,NOTCH3,TCF4,SATB2,ROR2,TWIST2,CAV1,PSTPIP1,RUNX2,TERT,DICER1,CLDN1,SMC3,TLR4,SUZ12,CDC42,CDH1,TP53,TP73,CDK5,PCSK1,PDGFRB,CFTR,TRPS1,TSC1,TSC2,ALX4,TWIST1,PIK3CA,PIK3R1,HRAS,CCR6,KDM6A,VDR,PRRX1,WNT5A,POMC,SIN3A,PPARG,CREBBP,CRKL,SLC30A7,IGF1,CTGF,CAVIN1,MAPK1,CTNNB1,IL17RD,MAP2K1,MAP2K2,PROP1,HDAC4,IRF6,ITGA3,PTEN,ZEB2,PTPN11,TNFSF15,KRAS,KRT17,RB1,LAMC2,TBL1XR1,ZEB2-AS1,HMGA2,LMNA,MICALL2,EGFR,EP300,SMAD3,SMAD4
Human Phenotype	HP:0100031	Neoplasm of the thyroid gland	 	3.886E-8	2.096E-4	1.059E-6	9.707E-6	26	103	ESR2,EZH2,JAG1,AKT1,ALK,RHOA,TRIM33,MYC,MYD88,CCND1,BRAF,NTRK3,DICER1,TP53,PIK3CA,HRAS,VHL,PPARG,MAP2K1,PTEN,PTPN11,KRAS,RB1,LMNA,EGFR,EPCAM
Human Phenotype	HP:0011854	Hemoperitoneum	 	3.941E-8	2.126E-4	1.063E-6	9.746E-6	13	28	AXIN1,MET,AKT1,FGFR1,TERT,DICER1,TP53,PIK3CA,HRAS,CREBBP,CTNNB1,KRAS,HMGA2
Human Phenotype	HP:0002888	Ependymoma	 	3.941E-8	2.126E-4	1.063E-6	9.746E-6	13	28	ERBB2,ERG,ETV1,ETV4,FGFR1,TACC3,NF2,TBXT,TP53,TSC1,TSC2,RELA,EGFR
Human Phenotype	HP:0000939	Osteoporosis	 	4.132E-8	2.228E-4	1.109E-6	1.017E-5	54	328	EPHB2,ESR1,F2,AKT1,FGFR1,MMP1,MMP2,MMP14,HOXB13,AR,DKK1,FSHR,MUC4,SOX3,SOX9,MYD88,SPARC,WWOX,SRC,CCND1,STAT1,BMP2,BRCA1,BRAF,GLI2,NOTCH2,TCF4,NTRK3,RUNX2,TERT,TGFB1,TGFBR2,TP53,CFTR,SERPINF1,SLC9A3R1,PIK3CA,HRAS,EIF2AK3,PLS3,VDR,WNT1,IGF1,CAVIN1,IL17RD,PROP1,PTPN11,WNT3A,TNFSF15,KRAS,RB1,LAMC2,LMNA,SMAD3
Human Phenotype	HP:0002884	Hepatoblastoma	 	4.266E-8	2.301E-4	1.138E-6	1.043E-5	20	65	ERG,ETV1,ETV4,AXIN1,MET,YAP1,AKT1,FGFR1,ALK,FOXO1,H19,GPC3,TERT,TP53,PIK3CA,HRAS,WWTR1,CREBBP,CTNNB1,KRAS
Human Phenotype	HP:0002094	Dyspnea	 	4.282E-8	2.310E-4	1.138E-6	1.043E-5	73	506	ERBB2,USP9X,ACTA2,EZH2,GRHL2,AXIN1,MET,FBP1,YAP1,JAG1,CCL2,CCL3,AKT1,FGFR1,FGFR2,CXCL12,ANG,SHH,FAS,RHOA,TBK1,FSHR,MUC4,MYB,MYC,SOX9,MYD88,MYL2,WWOX,GATA1,GATA6,CCND1,STAT5B,PPARGC1A,BRAF,SQSTM1,NOTCH1,CAV1,PSTPIP1,TERT,TGFB2,TGFB3,TGFBR1,TGFBR2,RASSF1,TLR4,TP53,TP73,TSC1,TSC2,PIK3CA,HRAS,CCR6,VCP,PRRX1,WWTR1,CREBBP,CTGF,CTNNB1,MAP2K1,ITGA3,PTEN,JAK2,MAGI2,PTPN11,KRAS,RB1,LAMC2,HMGA2,EGFR,LOX,ROCK1,SMAD3
Human Phenotype	HP:0040065	Abnormal morphology of bones of the upper limbs	 	4.461E-8	2.406E-4	1.179E-6	1.081E-5	48	276	USP9X,SMC1A,EZH2,FBLN1,SALL1,JAG1,KMT2A,FGF9,FGFR1,FGFR2,MMP2,MAD2L2,FLNA,FERMT1,TP63,SUFU,FZD2,EED,SPARC,HDAC8,BMP2,BMP4,GPC3,MAP3K7,SATB2,NTRK3,ROR2,DDR2,TWIST2,RUNX2,TGFB1,TGFB2,SMC3,SUZ12,TRPS1,TWIST1,HOXA13,WNT5A,CREBBP,HDAC4,PTEN,ZEB2,PTHLH,RBM8A,SALL4,TBL1XR1,ZEB2-AS1,EP300
Human Phenotype	HP:0002086	Abnormality of the respiratory system	 	4.803E-8	2.590E-4	1.264E-6	1.159E-5	196	1890	EPHB2,ERBB2,ERG,USP9X,SMC1A,ACTA2,ETV1,ETV4,MEG3,EZH2,F2,GRHL2,AXIN1,MET,FBP1,YAP1,JAG1,AGTR1,MITF,KMT2A,CCL2,CCL3,AKT1,ALAD,FGFR1,FGFR2,MMP1,MAD2L2,FHL1,ALK,HOXB13,CXCL12,FOXC2,FOXO1,FLNA,ANG,FMR1,FERMT1,IKBKG,SHH,NUBPL,SKI,FAS,AR,SLC2A1,RHOA,TNFSF11,ASCL1,TP63,TBK1,FSHR,SNAI2,ATM,SUFU,MUC4,TRIM37,H19,MYB,MYC,SOX2,SOX3,SOX9,MYD88,EED,MYL2,WWOX,TNFSF12,HDAC8,GATA1,GATA6,CCND1,BCL2,TNFRSF11A,BCL6,BDNF,STAT1,STAT3,STAT5B,STIM1,BMP2,STK11,PPARGC1A,GPC3,BRCA1,BRAF,NF2,SQSTM1,NFKB1,NFKBIA,TBXT,MAP3K7,NODAL,NOTCH1,NOTCH2,NOTCH3,TCF4,TCF3,NTRK3,ROR2,DDR2,CAV1,PSTPIP1,RUNX2,TERT,DICER1,TGFA,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,SMC3,RASSF1,TLR4,TNF,SUZ12,PBX1,TNXB,TP53,TP73,PADI4,PDGFB,PDGFRB,CFTR,SERPINF1,TRPS1,TSC1,TSC2,TUFM,TWIST1,PIK3CA,PIK3R1,PKD1,HRAS,CCR6,EIF2AK3,KDM6A,VCP,CNTN1,VHL,PRRX1,WNT1,BAG3,WWTR1,SIN3A,PPARG,CREB1,CREBBP,CRKL,SLC30A7,CRYAB,CTGF,MAPK1,CTNNB1,IL17RD,MAP2K1,IL6,HDAC4,ITGA3,PTEN,PTGER2,ZEB2,JAK2,JAK3,MAGI2,PTPN11,POGLUT1,CXCR4,TNFSF15,DNMT3B,KRAS,KRT8,RARB,KRT17,FOXP2,KRT18,RB1,LAMC2,RELA,TBL1XR1,LEP,EDN1,NLRP3,ZEB2-AS1,HMGA2,LMNA,LMNB1,MICALL2,EGFR,VANGL1,LOX,ROCK1,EP300,SMAD3,SMAD4,FBXW7
Human Phenotype	HP:0009466	Radial deviation of finger	 	4.926E-8	2.657E-4	1.290E-6	1.183E-5	51	303	SMC1A,EZH2,SALL1,JAG1,KMT2A,AKT1,FGFR1,FGFR2,MAD2L2,FLNA,SHH,SKI,TP63,H19,KDM1A,EED,HDAC8,GATA1,GATA6,STAT3,BMP2,BMP4,GPC3,BRAF,NOTCH1,SATB2,ROR2,RUNX2,SMC3,SUZ12,TRPS1,TWIST1,HOXA13,PIK3R1,WNT5A,SIN3A,CREBBP,CRKL,IGF1,IGF1R,MAPK1,MAP2K2,HDAC4,PTEN,PTPN11,RBM8A,KRAS,RB1,L1CAM,HMGA2,SMAD4
Human Phenotype	HP:0011356	Regional abnormality of skin	 	5.021E-8	2.708E-4	1.308E-6	1.200E-5	52	312	SMC1A,EZH2,KMT2A,AKT1,FGFR2,FERMT1,AQP5,MTOR,TP63,SUFU,EED,HDAC8,GATA1,STAT3,BMP4,GJB2,BRCA1,BRAF,ADAM17,TCF4,ROR2,TERT,SMC3,CD151,SUZ12,TRPS1,TSC1,TSC2,ALX4,TWIST1,HOXA13,PIK3CA,HRAS,KDM6A,SIN3A,CREBBP,IGF1,MAP2K1,MAP2K2,HDAC4,IRF6,PTEN,ZEB2,PTPN11,KRAS,KRT17,RB1,LAMC2,TBL1XR1,ZEB2-AS1,LMNA,EGFR
Human Phenotype	HP:0011028	Abnormality of blood circulation	 	5.067E-8	2.732E-4	1.309E-6	1.201E-5	80	577	EPHB2,ACTA2,EZH2,F2,AXIN1,MET,JAG1,CCL2,CCL3,AKT1,FGFR1,ALDOB,HOXB13,CXCL12,FLNA,FN1,IKBKG,FAS,RHOA,TNFSF11,FSHR,SUFU,MUC4,MYC,MYD88,SPARC,TNFSF12,GATA1,GATA6,CCND1,STAT3,STIM1,STK11,BRCA1,BRAF,NFKB1,TBXT,ADAM17,NOTCH1,NOTCH3,PSTPIP1,TERT,TGFB2,TGFB3,TGFBR1,TGFBR2,TLR4,TNXB,TP53,PDGFB,PDGFRB,TSC1,TSC2,PIK3CA,HRAS,PLA2G4A,CYP7B1,PLAU,VHL,CREBBP,CTNNB1,MAP2K1,IL6,ITGA2,PTEN,JAK2,PTPN11,TNFSF15,KRAS,RB1,RELA,NLRP3,HMGA2,LMNA,LOX,EPCAM,EP300,SMAD3,SMAD4,FBXW7
Human Phenotype	HP:0004097	Deviation of finger	 	5.112E-8	2.757E-4	1.309E-6	1.201E-5	56	348	SMC1A,EZH2,SALL1,JAG1,KMT2A,AKT1,FGFR1,FGFR2,MAD2L2,FLNA,IKBKG,SHH,SKI,TP63,H19,KDM1A,EED,HDAC8,GATA1,GATA6,STAT3,BMP2,BMP4,GPC3,BRAF,MAP3K7,NOTCH1,SATB2,ROR2,RUNX2,SMC3,SUZ12,TRPS1,TWIST1,HOXA13,PIK3R1,HRAS,CNTN1,WNT5A,SIN3A,CREBBP,CRKL,IGF1,IGF1R,MAPK1,MAP2K2,HDAC4,PTEN,PTPN11,RBM8A,KRAS,RB1,L1CAM,HMGA2,LMNA,SMAD4
Human Phenotype	HP:0010057	Abnormality of the phalanges of the hallux	 	5.113E-8	2.757E-4	1.309E-6	1.201E-5	15	38	SALL1,FGFR1,FGFR2,FLNA,BMP2,MAP3K7,SATB2,ROR2,TWIST1,HOXA13,CREBBP,ZEB2,PTHLH,SALL4,ZEB2-AS1
Human Phenotype	HP:0002926	Abnormality of thyroid physiology	 	5.123E-8	2.763E-4	1.309E-6	1.201E-5	46	260	USP9X,ACTA2,EZH2,SALL1,CCL2,CCL3,AKT1,CXCL12,FMR1,SHH,SKI,RHOA,FSHR,MUC4,H19,MYC,SOX3,MYD88,GATA1,GATA6,STAT1,STAT3,BMP4,BRAF,SQSTM1,GLI2,TGFB1,TP53,PCSK1,PDGFRB,CFTR,TSC1,TSC2,HNF4A,ALX4,PIK3CA,HRAS,EIF2AK3,POMC,CTNNB1,MAP2K1,PROP1,PTEN,LEP,LMNA,EGFR
Human Phenotype	HP:0006721	Acute lymphoblastic leukemia	 	5.186E-8	2.797E-4	1.319E-6	1.210E-5	31	140	ERG,ETV1,ETV4,MDM2,EZH2,KMT2A,AKT1,FGFR1,MAD2L2,ALK,RHOA,ATM,H19,MYB,MYC,MYD88,GATA1,CCND1,GPC3,BRAF,PBX1,TP53,PDGFRB,PIK3CA,HRAS,MAP2K1,JAK2,JAK3,PTPN11,KRAS,RB1
Human Phenotype	HP:0011729	Abnormality of joint mobility	 	5.417E-8	2.922E-4	1.372E-6	1.258E-5	110	890	USP9X,SMC1A,ACTG2,MEG3,EZH2,FBLN1,SALL1,KMT2A,FGF9,AKT1,FGFR1,FGFR2,MMP1,MMP2,MMP9,FHL1,FLNA,FMR1,FERMT1,IKBKG,SHH,SKI,FAS,TP63,SUFU,FZD2,KDM1A,SOX2,SOX5,SOX9,EED,MYL2,HDAC8,GATA1,NKX3-2,STAT3,STIM1,BMP4,GJB1,GJB2,GPC3,BRAF,SQSTM1,MAP3K7,NOTCH2,NOTCH3,SATB2,NEDD4L,NTRK3,ROR2,DDR2,TWIST2,CAV1,PSTPIP1,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,SMC3,PAX2,SUZ12,CDC42,TNXB,CDK5,PDGFRB,SERPINF1,TRPS1,HNF4A,TWIST1,HOXA13,PIK3CA,PIK3R1,HRAS,CCR6,KDM6A,VCP,CNTN1,WNT5A,BAG3,SIN3A,CREBBP,CRKL,CRYAB,CTGF,CAVIN1,MAPK1,CTNNB1,MAP2K2,HDAC4,IRF6,PTEN,ZEB2,PTHLH,PTPN11,RBM8A,KRAS,ITCH,RB1,L1CAM,LAMC2,SALL4,NLRP3,ZEB2-AS1,LMNA,VANGL1,LOX,EPCAM,SMAD3,SMAD4
Human Phenotype	HP:0005526	Lymphoid leukemia	 	5.691E-8	3.069E-4	1.434E-6	1.315E-5	20	66	EZH2,KMT2A,AKT1,RHOA,ATM,MYB,MYC,MYD88,GATA1,CCND1,BRAF,TP53,PDGFRB,PIK3CA,HRAS,MAP2K1,JAK2,PTPN11,KRAS,RB1
Human Phenotype	HP:0002576	Intussusception	 	6.646E-8	3.584E-4	1.667E-6	1.529E-5	13	29	EZH2,RHOA,MYC,MYD88,STK11,BRAF,TP53,PIK3CA,MAP2K1,PTEN,KRAS,HMGA2,SMAD4
Human Phenotype	HP:0002890	Thyroid carcinoma	 	6.676E-8	3.601E-4	1.667E-6	1.529E-5	24	92	ESR2,EZH2,JAG1,AKT1,ALK,RHOA,TRIM33,MYC,MYD88,CCND1,BRAF,NTRK3,DICER1,TP53,PIK3CA,HRAS,VHL,PPARG,MAP2K1,PTEN,PTPN11,KRAS,RB1,LMNA
Human Phenotype	HP:0001873	Thrombocytopenia	 	7.098E-8	3.828E-4	1.755E-6	1.610E-5	73	512	EPHB2,ERBB2,ERG,ETV1,ETV4,EZH2,F2,AXIN1,MET,KMT2A,CCL2,CCL3,AKT1,FGFR1,FGFR2,MAD2L2,TACC3,ALK,HOXB13,CXCL12,FLNA,FAS,RHOA,TNFSF11,MTOR,SNAI2,ATM,H19,MYB,MYC,MYD88,TNFSF12,SRC,GATA1,CCND1,STAT1,STAT3,STIM1,GPC3,BRCA1,BRAF,NFKB1,C3,NOTCH1,NTRK3,TERT,THBD,RASSF1,CD36,CDH1,TP53,TP73,PDGFB,PDGFRB,PIK3CA,HRAS,PLAU,CREBBP,CTNNB1,MAP2K1,ITGA2,PTEN,JAK2,PTPN11,RBM8A,TNFSF15,KRAS,RB1,SALL4,LMNA,EGFR,ROCK1,SMAD3
Human Phenotype	HP:0001482	Subcutaneous nodule	 	7.108E-8	3.833E-4	1.755E-6	1.610E-5	25	99	MDM2,SALL1,AKT1,FGFR1,FGFR2,MMP2,FAS,GJB2,BRAF,NF2,NOTCH3,PSTPIP1,TLR4,TNXB,TP53,PDGFB,PDGFRB,TSC1,TSC2,PIK3CA,HRAS,CTNNB1,PTEN,PTPN11,HMGA2
Human Phenotype	HP:0000692	Misalignment of teeth	 	7.128E-8	3.844E-4	1.755E-6	1.610E-5	48	280	SMC1A,KMT2A,FGFR1,FGFR2,FLNA,FERMT1,SIX1,SKI,FAS,TP63,TRIM37,H19,KDM1A,SOX5,HDAC8,GATA1,GPC3,BRAF,GLI2,MAP3K7,NOTCH2,NOTCH3,TCF4,SATB2,ROR2,RUNX2,SMC3,CDC42,TRPS1,TWIST1,PIK3R1,KDM6A,WNT5A,SIN3A,CREBBP,MAP2K2,PTEN,ZEB2,PTPN11,KRAS,TBL1XR1,EDN1,ZEB2-AS1,HMGA2,LMNA,LOX,EP300,SMAD3
Human Phenotype	HP:0003005	Ganglioneuroma	 	7.727E-8	4.167E-4	1.877E-6	1.721E-5	15	39	ERG,ETV1,ETV4,AKT1,FGFR1,ALK,ASCL1,MYC,BDNF,NME1,TP53,PIK3CA,VHL,PTEN,PTPN11
Human Phenotype	HP:0002729	Follicular hyperplasia	 	7.727E-8	4.167E-4	1.877E-6	1.721E-5	15	39	EZH2,CCL2,CCL3,CXCL12,FAS,RHOA,ATM,MYC,MYD88,CCND1,BRAF,TP53,PIK3CA,MAP2K1,KRAS
Human Phenotype	HP:0030450	Neuroplasm of the autonomic nervous system	 	7.727E-8	4.167E-4	1.877E-6	1.721E-5	15	39	ERG,ETV1,ETV4,AKT1,FGFR1,ALK,ASCL1,MYC,BDNF,NME1,TP53,PIK3CA,VHL,PTEN,PTPN11
Human Phenotype	HP:0000858	Menstrual irregularities	 	8.100E-8	4.368E-4	1.950E-6	1.788E-5	78	563	EPHB2,ESR1,SMC1A,MDM2,EZH2,F2,AXIN1,MET,CCL2,CCL3,AKT1,AKT2,FGFR1,FGFR2,MAD2L2,TACC3,ALK,HOXB13,CXCL12,FMR1,FAS,AR,RHOA,FSHR,SNAI2,ATM,MUC4,MYC,SOX3,SOX9,MYD88,WWOX,HDAC8,GATA1,CCND1,BMP2,PROM1,STK11,BRCA1,BRAF,NF2,GLI2,SEMA4A,NTRK3,CAV1,TERT,DICER1,TGFB1,SMC3,SERPINE1,CDH1,TNXB,TP53,PCSK1,CFTR,TSC1,TSC2,PIK3CA,HRAS,PLAU,VHL,PPARG,CREBBP,CAVIN1,CTNNB1,IL17RD,MAP2K1,PROP1,PTEN,PTPN11,KRAS,RB1,LEP,HMGA2,LMNA,EGFR,EPCAM,SMAD4
Human Phenotype	HP:0000140	Abnormality of the menstrual cycle	 	8.100E-8	4.368E-4	1.950E-6	1.788E-5	78	563	EPHB2,ESR1,SMC1A,MDM2,EZH2,F2,AXIN1,MET,CCL2,CCL3,AKT1,AKT2,FGFR1,FGFR2,MAD2L2,TACC3,ALK,HOXB13,CXCL12,FMR1,FAS,AR,RHOA,FSHR,SNAI2,ATM,MUC4,MYC,SOX3,SOX9,MYD88,WWOX,HDAC8,GATA1,CCND1,BMP2,PROM1,STK11,BRCA1,BRAF,NF2,GLI2,SEMA4A,NTRK3,CAV1,TERT,DICER1,TGFB1,SMC3,SERPINE1,CDH1,TNXB,TP53,PCSK1,CFTR,TSC1,TSC2,PIK3CA,HRAS,PLAU,VHL,PPARG,CREBBP,CAVIN1,CTNNB1,IL17RD,MAP2K1,PROP1,PTEN,PTPN11,KRAS,RB1,LEP,HMGA2,LMNA,EGFR,EPCAM,SMAD4
Human Phenotype	HP:0003418	Back pain	 	8.497E-8	4.583E-4	2.037E-6	1.868E-5	33	158	ERG,ETV1,ETV4,EZH2,YAP1,CCL2,CCL3,FGFR1,FHL1,CXCL12,SHH,RHOA,SUFU,MUC4,MYC,MYD88,CCND1,BRAF,TBXT,TP53,PIK3CA,HRAS,VCP,WWTR1,CREBBP,CTNNB1,MAP2K1,PTPN11,KRAS,RELA,VANGL1,EP300,FBXW7
Human Phenotype	HP:0012719	Functional abnormality of the gastrointestinal tract	 	8.645E-8	4.662E-4	2.063E-6	1.892E-5	107	865	EPHB2,SMC1A,ACTA2,ACTG2,MDM2,EZH2,F2,GRHL2,AXIN1,MET,SALL1,ATXN1,KMT2A,CCL2,CCL3,AKT1,FGFR1,MMP1,ALDOB,HOXB13,CXCL12,FLNA,ANG,FMR1,PPM1D,FERMT1,SHH,SKI,FAS,AR,RHOA,ASCL1,TBK1,MUC4,H19,MYC,SOX5,SOX9,MYD88,MYL2,WWOX,TNFSF12,HDAC8,GATA1,GATA6,CCND1,STAT1,STK11,PPARGC1A,GJB1,BRCA1,BRAF,SQSTM1,NFKB1,NFKBIA,TBXT,ADAM17,MAP3K7,NOTCH1,NOTCH3,TCF4,TCF3,NTRK3,CAV1,PSTPIP1,TERT,TGFB1,SMC3,TLR4,TNXB,TP53,TP73,PDGFRB,CFTR,TSC1,TSC2,ABCB1,PIK3CA,PIK3R1,HRAS,CTHRC1,PLA2G4A,CYP7B1,CCR6,EIF2AK3,VCP,CREBBP,CRMP1,CTGF,CAVIN1,CTNNB1,MAP2K1,MAP2K2,IL6,PTEN,JAK2,JAK3,PTPN11,TNFSF15,KRAS,RB1,EDN1,HMGA2,LMNB1,EPCAM,SMAD3,SMAD4
Human Phenotype	HP:0011362	Abnormal hair quantity	 	8.763E-8	4.726E-4	2.082E-6	1.909E-5	78	564	EPHB2,USP9X,SMC1A,MEG3,EZH2,F2,MITF,KMT2A,CCL2,CCL3,AKT1,FGFR1,FGFR2,MMP1,MMP2,CCL18,HOXB13,CXCL12,FOXN1,FLNA,IKBKG,SKI,FAS,AR,RHOA,TP63,FSHR,SNAI2,KDM1A,MYC,SOX3,MYD88,HDAC8,GATA1,CCND1,BMP2,GJB2,BRCA1,BRAF,NFKB1,MAP3K7,NOTCH1,NOTCH2,ROR2,TWIST2,CAV1,PSTPIP1,TERT,DICER1,CLDN1,SMC3,TLR4,CDH1,TP53,TP73,CDK5,CFTR,ALX4,PIK3CA,PIK3R1,HRAS,KDM6A,VDR,WNT5A,PPARG,CREBBP,CAVIN1,MAP2K1,MAP2K2,IRF6,PTEN,PTPN11,KRAS,KRT17,RB1,LAMC2,HMGA2,LMNA
Human Phenotype	HP:0002027	Abdominal pain	 	8.872E-8	4.784E-4	2.098E-6	1.924E-5	59	381	ESR1,EZH2,F2,AXIN1,MET,CCL2,CCL3,AKT1,ALAD,FGFR1,FGFR2,ALDOB,ALK,CXCL12,FLNA,SHH,FAS,RHOA,FSHR,MUC4,H19,MYC,MYD88,GATA1,GATA6,BMP2,STK11,GPC3,BRCA1,BRAF,NME1,TCF4,NTRK3,PSTPIP1,TERT,DICER1,TGFB1,TLR4,SUZ12,CDH1,TP53,CFTR,TSC1,TSC2,PIK3CA,HRAS,VHL,CREBBP,CTNNB1,MAP2K1,IL6,PTEN,JAK2,PTPN11,KRAS,NLRP3,HMGA2,EPCAM,SMAD4
Human Phenotype	HP:0002875	Exertional dyspnea	 	8.972E-8	4.839E-4	2.113E-6	1.938E-5	27	114	ERBB2,ACTA2,AXIN1,MET,AKT1,FGFR1,SHH,BRAF,TERT,TGFB2,TGFB3,TGFBR1,TGFBR2,RASSF1,TP53,TSC1,TSC2,PIK3CA,HRAS,CREBBP,CTNNB1,JAK2,KRAS,EGFR,LOX,ROCK1,SMAD3
Human Phenotype	HP:0011297	Abnormality of digit	 	9.106E-8	4.911E-4	2.135E-6	1.958E-5	129	1108	EPHB2,USP9X,SMC1A,ACTA2,ACTG2,MEG3,EZH2,FBLN1,SALL1,JAG1,KMT2A,CCL2,CCL3,FGF9,AKT1,FGFR1,FGFR2,MMP1,MMP2,CCL18,MAD2L2,HOXB13,CXCL12,FLNA,PPM1D,FERMT1,IKBKG,SHH,SKI,CEP164,MSX2,MTOR,TP63,FSHR,SUFU,FZD2,H19,KDM1A,SOX2,SOX3,SOX5,SOX9,EED,WWOX,HDAC8,GATA1,GATA6,BDNF,STAT3,BMP2,PROM1,STK11,BMP4,GJB1,GJB2,GPC3,BRCA1,BRAF,GLI2,SEMA4A,MAP3K7,NOTCH1,NOTCH2,TCF4,SATB2,NEDD4L,ROR2,DDR2,TWIST2,RUNX2,TERT,CCND2,TGFB2,TGFB3,TGFBR1,TGFBR2,SMC3,SUZ12,CDH1,PDGFRB,TRPS1,TSC1,TSC2,ALX4,TWIST1,HOXA13,PIK3CA,PIK3R1,HRAS,EIF2AK3,KDM6A,HSPB1,VCP,CNTN1,WNT5A,SIN3A,CREBBP,CRKL,SLC30A7,IGF1,IGF1R,MAPK1,MAP2K1,MAP2K2,PROP1,HDAC4,IRF6,PTEN,ZEB2,PTHLH,PTPN11,RBM8A,KRAS,ITCH,KRT17,RB1,L1CAM,LAMC2,SALL4,TBL1XR1,NLRP3,ZEB2-AS1,HMGA2,LMNA,MICALL2,LOX,EP300,SMAD3,SMAD4
