##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Abacavir transmembrane transport	Reactome	R-HSA-2161517	2	5	0.011677772122	0.023815673852	9429|5243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2161517
Activation of RAS in B cells	Reactome	R-HSA-1169092	2	5	0.011677772122	0.023815673852	3845|3265	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1169092
CD22 mediated BCR regulation	Reactome	R-HSA-5690714	2	5	0.011677772122	0.023815673852	4067|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5690714
PTK6 Expression	Reactome	R-HSA-8849473	2	5	0.011677772122	0.023815673852	2034|3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8849473
G2 Phase	Reactome	R-HSA-68911	2	5	0.011677772122	0.023815673852	1869|1871	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68911
MAP kinase cascade	BioCyc	PWY66-14	2	5	0.011677772122	0.023815673852	5595|5594	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-14
Bile secretion	KEGG PATHWAY	hsa04976	6	71	0.0117571484875	0.0239450201895	1080|6513|5243|9429|8714|366	http://www.genome.jp/kegg-bin/show_pathway?hsa04976/hsa:1080%09red/hsa:6513%09red/hsa:5243%09red/hsa:9429%09red/hsa:366%09red/hsa:8714%09red
Amyotrophic lateral sclerosis (ALS)	KEGG PATHWAY	hsa05014	5	51	0.0120725251377	0.024554011154	7157|7124|5879|1432|596	http://www.genome.jp/kegg-bin/show_pathway?hsa05014/hsa:7124%09red/hsa:596%09red/hsa:1432%09red/hsa:5879%09red/hsa:7157%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	10	166	0.0121244668996	0.0246262852724	7415|2081|596|5599|1965|6500|9451|7494|3309|1410	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:2081%09red/hsa:1410%09red/hsa:596%09red/hsa:9451%09red/hsa:6500%09red/hsa:5599%09red/hsa:7494%09red/hsa:1965%09red/hsa:7415%09red/hsa:3309%09red
Hyaluronan metabolism	Reactome	R-HSA-2142845	3	17	0.0123560538432	0.0249951978689	960|3037|57214	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2142845
KSRP (KHSRP) binds and destabilizes mRNA	Reactome	R-HSA-450604	3	17	0.0123560538432	0.0249951978689	7534|1432|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450604
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	Reactome	R-HSA-5676594	3	17	0.0123560538432	0.0249951978689	8792|8742|8600	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5676594
Chaperonin-mediated protein folding	Reactome	R-HSA-390466	7	94	0.012435703639	0.025122464552	55294|8877|7157|6774|22803|8841|1460	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-390466
Apoptosis - multiple species	KEGG PATHWAY	hsa04215	4	33	0.0125926502759	0.0253712323008	5599|332|27113|596	http://www.genome.jp/kegg-bin/show_pathway?hsa04215/hsa:596%09red/hsa:27113%09red/hsa:5599%09red/hsa:332%09red
TRAF6 mediated IRF7 activation	Reactome	R-HSA-933541	4	33	0.0125926502759	0.0253712323008	4615|29110|1387|2033	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933541
G2/M Checkpoints	Reactome	R-HSA-69481	10	168	0.0130419448091	0.0262412321159	10197|7158|7157|3014|472|672|9025|7534|51720|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69481
Processing of DNA double-strand break ends	Reactome	R-HSA-5693607	7	98	0.0151446278242	0.0303736102719	7158|672|472|3014|8914|9025|51720	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693607
Metabolism of carbohydrates	Reactome	R-HSA-71387	14	281	0.0152148107428	0.0303736102719	216|3037|960|6513|6382|2719|2203|229|2023|2597|1464|3099|57214|2821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-71387
Rho GTPase cycle	Reactome	R-HSA-194840	8	122	0.0152635908197	0.0303736102719	9181|998|391|23365|387|388|389|5879	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194840
Formyltetrahydroformate biosynthesis	PANTHER	P02743	2	6	0.0153183364263	0.0303736102719	7298|10797	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02743
SUMO is proteolytically processed	Reactome	R-HSA-3065679	2	6	0.0153183364263	0.0303736102719	59343|29843	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3065679
Acyl chain remodeling of CL	Reactome	R-HSA-1482798	2	6	0.0153183364263	0.0303736102719	6901|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1482798
Uptake and function of anthrax toxins	Reactome	R-HSA-5210891	2	6	0.0153183364263	0.0303736102719	5045|10015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5210891
PTK6 promotes HIF1A stabilization	Reactome	R-HSA-8857538	2	6	0.0153183364263	0.0303736102719	1956|3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8857538
CLEC7A/inflammasome pathway	Reactome	R-HSA-5660668	2	6	0.0153183364263	0.0303736102719	5970|4790	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5660668
Sensing of DNA Double Strand Breaks	Reactome	R-HSA-5693548	2	6	0.0153183364263	0.0303736102719	472|3838	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693548
TNFR1-mediated ceramide production	Reactome	R-HSA-5626978	2	6	0.0153183364263	0.0303736102719	10399|7124	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5626978
Organelle biogenesis and maintenance	Reactome	R-HSA-1852241	16	339	0.0155410657685	0.0307745906577	5310|1432|7284|10891|79718|5563|60412|23265|4209|23410|1385|8841|2101|1387|22897|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1852241
Stabilization of p53	Reactome	R-HSA-69541	5	55	0.015940759696	0.0315244799784	7157|472|4194|4193|10197	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69541
Signaling by FGFR2 IIIa TM	Reactome	R-HSA-8851708	3	19	0.0160969063234	0.0317496141805	2263|2246|2247	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8851708
Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	Reactome	R-HSA-381771	3	19	0.0160969063234	0.0317496141805	3952|5122|1045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381771
EGFR interacts with phospholipase C-gamma	Reactome	R-HSA-212718	4	36	0.0164502924134	0.03236158442	1385|1956|1950|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212718
NOD1/2 Signaling Pathway	Reactome	R-HSA-168638	4	36	0.0164502924134	0.03236158442	8517|6885|1432|83737	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168638
Meiotic synapsis	Reactome	R-HSA-1221632	6	77	0.0165617949335	0.0324957571178	9126|4001|672|3015|3014|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1221632
RMTs methylate histone arginines	Reactome	R-HSA-3214858	6	77	0.0165617949335	0.0324957571178	3717|595|3014|3015|3276|86	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214858
Protein folding	Reactome	R-HSA-391251	7	100	0.0166456479642	0.0326176469899	55294|8877|7157|6774|22803|8841|1460	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-391251
Retrograde endocannabinoid signaling	KEGG PATHWAY	hsa04723	7	101	0.0174342705735	0.0341184356335	5595|5594|5578|5599|5743|11343|1432	http://www.genome.jp/kegg-bin/show_pathway?hsa04723/hsa:5578%09red/hsa:1432%09red/hsa:5594%09red/hsa:11343%09red/hsa:5595%09red/hsa:5599%09red/hsa:5743%09red
Antigen processing and presentation	KEGG PATHWAY	hsa04612	6	78	0.0174765528772	0.0341566482665	10197|3309|3308|1385|1514|7124	http://www.genome.jp/kegg-bin/show_pathway?hsa04612/hsa:3308%09red/hsa:3309%09red/hsa:1514%09red/hsa:7124%09red/hsa:1385%09red/hsa:10197%09red
Post NMDA receptor activation events	Reactome	R-HSA-438064	4	37	0.0178829021036	0.0349053784884	1385|3265|5594|673	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-438064
Muscle contraction	Reactome	R-HSA-397014	11	204	0.0179917663656	0.0350722614477	8850|59|6786|302|4878|4633|28996|7431|6717|25937|72	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-397014
IRE1alpha activates chaperones	Reactome	R-HSA-381070	5	57	0.0181521012284	0.0352094097055	4000|3068|2081|6464|3309	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381070
Defective B4GALT7 causes EDS, progeroid type	Reactome	R-HSA-3560783	3	20	0.018179408742	0.0352094097055	1464|2719|6382	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3560783
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	R-HSA-450321	3	20	0.018179408742	0.0352094097055	5599|8517|6885	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450321
Defective B3GAT3 causes JDSSDHD	Reactome	R-HSA-3560801	3	20	0.018179408742	0.0352094097055	1464|2719|6382	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3560801
Defective B3GALT6 causes EDSP2 and SEMDJL1	Reactome	R-HSA-4420332	3	20	0.018179408742	0.0352094097055	1464|2719|6382	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4420332
Glucose metabolism	Reactome	R-HSA-70326	6	79	0.0184253914796	0.0356398358387	2597|2203|229|2023|3099|2821	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70326
Fructose metabolism	Reactome	R-HSA-5652084	2	7	0.0193768896509	0.0373839477713	216|229	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5652084
Interleukin-1 processing	Reactome	R-HSA-448706	2	7	0.0193768896509	0.0373839477713	5970|4790	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-448706
VxPx cargo-targeting to cilium	Reactome	R-HSA-5620916	3	21	0.0204043141628	0.0392149494985	60412|23265|5310	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5620916
Regulation of FZD by ubiquitination	Reactome	R-HSA-4641263	3	21	0.0204043141628	0.0392149494985	55366|89780|8549	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4641263
activated TAK1 mediates p38 MAPK activation	Reactome	R-HSA-450302	3	21	0.0204043141628	0.0392149494985	8517|6885|1432	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450302
Formation of Fibrin Clot (Clotting Cascade)	Reactome	R-HSA-140877	4	39	0.0209747466738	0.0402082947092	2147|7056|2152|2149	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140877
Gamma carboxylation, hypusine formation and arylsulfatase activation	Reactome	R-HSA-163841	4	39	0.0209747466738	0.0402082947092	2147|1984|56648|5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163841
NoRC negatively regulates rRNA expression	Reactome	R-HSA-427413	7	106	0.0217745598531	0.0416412484629	1789|3014|3015|3066|3065|1786|25942	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427413
GLI3 is processed to GLI3R by the proteasome	Reactome	R-HSA-5610785	5	60	0.0218332195471	0.0416412484629	8945|6500|2932|51684|10197	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5610785
SCF(Skp2)-mediated degradation of p27/p21	Reactome	R-HSA-187577	5	60	0.0218332195471	0.0416412484629	6502|1026|595|10197|6500	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187577
PI Metabolism	Reactome	R-HSA-1483255	5	60	0.0218332195471	0.0416412484629	8503|8821|5295|5728|5290	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483255
ER-Phagosome pathway	Reactome	R-HSA-1236974	6	83	0.0225720654072	0.0429957743353	8517|948|10197|7099|929|4615	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236974
Activation of gene expression by SREBF (SREBP)	Reactome	R-HSA-2426168	4	40	0.0226358295659	0.0430625857775	1387|2194|6667|79718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2426168
Mitotic Prophase	Reactome	R-HSA-68875	8	132	0.0227453984834	0.043103047819	5594|5578|4001|387893|3014|3015|5925|2801	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68875
Initial triggering of complement	Reactome	R-HSA-166663	3	22	0.0227719633048	0.043103047819	1401|2220|718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166663
Incretin synthesis, secretion, and inactivation	Reactome	R-HSA-400508	3	22	0.0227719633048	0.043103047819	3952|5122|1045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400508
Common Pathway of Fibrin Clot Formation	Reactome	R-HSA-140875	3	22	0.0227719633048	0.043103047819	2147|7056|2149	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140875
Pentose phosphate pathway	PANTHER	P02762	2	8	0.0238307243289	0.0447123965222	3099|2821	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P02762
@@Pentose phosphate pathway	KEGG PATHWAY	hsa00030	3	29	0.0433101366022	0.076390734477	2203|2821|229	http://www.genome.jp/kegg-bin/show_pathway?hsa00030/hsa:2821%09red/hsa:229%09red/hsa:2203%09red
VEGF ligand-receptor interactions	Reactome	R-HSA-194313	2	8	0.0238307243289	0.0447123965222	5228|7422	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194313
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	Reactome	R-HSA-111453	2	8	0.0238307243289	0.0447123965222	27113|596	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111453
HuR (ELAVL1) binds and stabilizes mRNA	Reactome	R-HSA-450520	2	8	0.0238307243289	0.0447123965222	1994|5578	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450520
Cross-presentation of particulate exogenous antigens (phagosomes)	Reactome	R-HSA-1236973	2	8	0.0238307243289	0.0447123965222	3685|948	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236973
VEGF binds to VEGFR leading to receptor dimerization	Reactome	R-HSA-195399	2	8	0.0238307243289	0.0447123965222	5228|7422	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195399
Nicotinamide salvaging	Reactome	R-HSA-197264	2	8	0.0238307243289	0.0447123965222	10135|5743	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-197264
Activation of NMDA receptor upon glutamate binding and postsynaptic events	Reactome	R-HSA-442755	4	41	0.024374762877	0.0456760537808	1385|3265|5594|673	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442755
Regulation of PLK1 Activity at G2/M Transition	Reactome	R-HSA-2565942	6	85	0.0248631231086	0.0465331019776	8945|6790|6500|84962|22897|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2565942
Cell death signalling via NRAGE, NRIF and NADE	Reactome	R-HSA-204998	5	63	0.0259675820582	0.0485396521411	5599|8878|5879|23365|9181	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-204998
G alpha (q) signalling events	Reactome	R-HSA-416476	10	189	0.0260729182665	0.0486759332313	5029|8503|5295|11343|56413|5588|2147|5290|185|2149	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416476
Regulation of IFNA signaling	Reactome	R-HSA-912694	3	24	0.0279353107359	0.0520234508865	9021|5781|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912694
Endogenous sterols	Reactome	R-HSA-211976	3	24	0.0279353107359	0.0520234508865	5443|9420|1545	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211976
Homology Directed Repair	Reactome	R-HSA-5693538	8	138	0.0283059940845	0.0526484474855	142|7158|3014|472|672|8914|9025|51720	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693538
Platelet homeostasis	Reactome	R-HSA-418346	6	88	0.0285820820847	0.0528447792351	1432|6786|5781|5321|6717|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418346
Axonal growth inhibition (RHOA activation)	Reactome	R-HSA-193634	2	9	0.0286579948684	0.0528447792351	57142|387	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193634
FGFR2b ligand binding and activation	Reactome	R-HSA-190377	2	9	0.0286579948684	0.0528447792351	2246|2247	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190377
Small interfering RNA (siRNA) biogenesis	Reactome	R-HSA-426486	2	9	0.0286579948684	0.0528447792351	23405|27161	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-426486
Processing and activation of SUMO	Reactome	R-HSA-3215018	2	9	0.0286579948684	0.0528447792351	59343|29843	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3215018
WNT mediated activation of DVL	Reactome	R-HSA-201688	2	9	0.0286579948684	0.0528447792351	1460|1856	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201688
Inactivation of Cdc42 and Rac	Reactome	R-HSA-428543	2	9	0.0286579948684	0.0528447792351	5879|998	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428543
Hedgehog ligand biogenesis	Reactome	R-HSA-5358346	5	65	0.0289835149947	0.0533140392243	6469|7415|6868|57758|10197	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358346
DNA methylation	Reactome	R-HSA-5334118	5	65	0.0289835149947	0.0533140392243	1789|3015|3014|1786|29128	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5334118
Ubiquitin proteasome pathway	PANTHER	P00060	4	44	0.030065134459	0.055168419099	83737|64750|4193|9690	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00060
Complement cascade	Reactome	R-HSA-166658	4	44	0.030065134459	0.055168419099	1401|2220|728|718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166658
Interferon alpha/beta signaling	Reactome	R-HSA-909733	5	66	0.0305709201111	0.056028023305	5777|9021|5781|1958|3394	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-909733
Caspase activation via extrinsic apoptotic signalig pathway	Reactome	R-HSA-5357769	3	25	0.0307302055184	0.056046219299	929|8743|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357769
G0 and Early G1	Reactome	R-HSA-1538133	3	25	0.0307302055184	0.056046219299	1869|4605|3065	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1538133
Termination of O-glycan biosynthesis	Reactome	R-HSA-977068	3	25	0.0307302055184	0.056046219299	4585|6480|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977068
IKK complex recruitment mediated by RIP1	Reactome	R-HSA-937041	3	25	0.0307302055184	0.056046219299	8517|7099|929	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937041
ABC transporters	KEGG PATHWAY	hsa02010	4	45	0.0321214888295	0.0585125664236	9429|8714|5243|1080	http://www.genome.jp/kegg-bin/show_pathway?hsa02010/hsa:9429%09red/hsa:5243%09red/hsa:1080%09red/hsa:8714%09red
Amphetamine addiction	KEGG PATHWAY	hsa05031	5	67	0.0322118794663	0.0585351465847	3725|5578|23411|3065|1385	http://www.genome.jp/kegg-bin/show_pathway?hsa05031/hsa:5578%09red/hsa:1385%09red/hsa:3725%09red/hsa:3065%09red/hsa:23411%09red
Macroautophagy	Reactome	R-HSA-1632852	5	67	0.0322118794663	0.0585351465847	2475|7248|7249|5562|5563	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1632852
M Phase	Reactome	R-HSA-68886	14	313	0.0328865498741	0.0596888891911	10197|5594|9126|5925|4001|387893|5578|3014|332|6249|8243|2801|1460|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68886
Insulin processing	Reactome	R-HSA-264876	3	26	0.0336662748359	0.0607540324687	60412|23265|5122	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-264876
A tetrasaccharide linker sequence is required for GAG synthesis	Reactome	R-HSA-1971475	3	26	0.0336662748359	0.0607540324687	1464|2719|6382	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1971475
Meiosis	Reactome	R-HSA-1500620	7	117	0.0338346742526	0.0607540324687	9126|4001|672|3015|472|3014|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500620
Apoptotic cleavage of cell adhesion  proteins	Reactome	R-HSA-351906	2	10	0.0338376889699	0.0607540324687	7082|999	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-351906
Abacavir transport and metabolism	Reactome	R-HSA-2161522	2	10	0.0338376889699	0.0607540324687	9429|5243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2161522
Cohesin Loading onto Chromatin	Reactome	R-HSA-2470946	2	10	0.0338376889699	0.0607540324687	8243|9126	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2470946
Removal of aminoterminal propeptides from gamma-carboxylated proteins	Reactome	R-HSA-159782	2	10	0.0338376889699	0.0607540324687	2147|5045	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-159782
Role of second messengers in netrin-1 signaling	Reactome	R-HSA-418890	2	10	0.0338376889699	0.0607540324687	9423|7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418890
p75NTR regulates axonogenesis	Reactome	R-HSA-193697	2	10	0.0338376889699	0.0607540324687	57142|387	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193697
PLC beta mediated events	Reactome	R-HSA-112043	4	46	0.0342582582927	0.0614356579419	1385|5578|5594|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112043
Metabolism of vitamins and cofactors	Reactome	R-HSA-196854	8	144	0.0347411329639	0.0622272560607	10135|6513|2719|5948|5743|2194|6382|10797	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196854
G-protein mediated events	Reactome	R-HSA-112040	4	47	0.0364756938563	0.0651785910456	1385|5578|5594|5321	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112040
