##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
RAF/MAP kinase cascade	Reactome	R-HSA-5673001	17	226	6.8724390666e-06	4.07148701004e-05	5159|10197|3667|153090|1437|152559|5037|6464|3718|8660|9965|8452|54756|9462|408|2254|5921	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5673001
Circadian rhythm	KEGG PATHWAY	hsa04710	7	31	7.80035224483e-06	4.60188144988e-05	8945|6500|5562|5563|8553|1385|6097	http://www.genome.jp/kegg-bin/show_pathway?hsa04710/hsa:8553%09red/hsa:1385%09red/hsa:6097%09red/hsa:6500%09red/hsa:8945%09red/hsa:5562%09red/hsa:5563%09red
Signalling to p38 via RIT and RIN	Reactome	R-HSA-187706	17	230	8.52133659638e-06	5.00628525037e-05	5159|10197|3667|153090|1437|152559|5037|6464|3718|8660|9965|8452|54756|9462|408|2254|5921	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187706
Tight junction	KEGG PATHWAY	hsa04530	13	139	9.7967572487e-06	5.70802798375e-05	4633|5584|7082|23136|208|998|5588|1366|60412|50855|9863|81|50848	http://www.genome.jp/kegg-bin/show_pathway?hsa04530/hsa:5584%09red/hsa:7082%09red/hsa:23136%09red/hsa:1366%09red/hsa:998%09red/hsa:5588%09red/hsa:50855%09red/hsa:208%09red/hsa:60412%09red/hsa:81%09red/hsa:9863%09red/hsa:4633%09red/hsa:50848%09red
Endocytosis	KEGG PATHWAY	hsa04144	18	260	1.08041356643e-05	6.2690663731e-05	1234|868|5584|3579|30846|23327|57403|64750|4193|50855|998|83737|829|2149|10938|7048|10015|408	http://www.genome.jp/kegg-bin/show_pathway?hsa04144/hsa:10015%09red/hsa:2149%09red/hsa:3579%09red/hsa:868%09red/hsa:1234%09red/hsa:30846%09red/hsa:10938%09red/hsa:998%09red/hsa:408%09red/hsa:64750%09red/hsa:829%09red/hsa:50855%09red/hsa:83737%09red/hsa:23327%09red/hsa:4193%09red/hsa:57403%09red/hsa:5584%09red/hsa:7048%09red
p53 pathway by glucose deprivation	PANTHER	P04397	6	21	1.12760909958e-05	6.51610176399e-05	208|7249|5563|5562|7248|6198	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04397
Amoebiasis	KEGG PATHWAY	hsa05146	11	100	1.17179374049e-05	6.74379254729e-05	1437|8503|3569|81|3576|7099|3918|929|6318|5970|5295	http://www.genome.jp/kegg-bin/show_pathway?hsa05146/hsa:3918%09red/hsa:8503%09red/hsa:3569%09red/hsa:7099%09red/hsa:1437%09red/hsa:3576%09red/hsa:5295%09red/hsa:6318%09red/hsa:5970%09red/hsa:929%09red/hsa:81%09red
Programmed Cell Death	Reactome	R-HSA-5357801	14	164	1.18115193626e-05	6.77001719561e-05	10197|7082|7159|4001|8743|5588|7099|929|51765|208|1869|6304|27113|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357801
NCAM signaling for neurite out-growth	Reactome	R-HSA-375165	18	262	1.19055592251e-05	6.7962908937e-05	5159|10197|3667|153090|1437|152559|5037|6464|3718|8660|9965|408|8452|54756|9462|1385|2254|5921	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375165
Signalling to RAS	Reactome	R-HSA-167044	17	237	1.22752413912e-05	6.97906869416e-05	5159|10197|3667|153090|1437|152559|5037|6464|3718|8660|9965|8452|54756|9462|408|2254|5921	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-167044
Choline metabolism in cancer	KEGG PATHWAY	hsa05231	11	101	1.27677129014e-05	7.20328072349e-05	5159|8503|208|5295|7249|7248|10810|80310|5321|3725|6198	http://www.genome.jp/kegg-bin/show_pathway?hsa05231/hsa:80310%09red/hsa:8503%09red/hsa:5321%09red/hsa:6198%09red/hsa:3725%09red/hsa:7249%09red/hsa:7248%09red/hsa:5159%09red/hsa:5295%09red/hsa:208%09red/hsa:10810%09red
Toll Like Receptor 10 (TLR10) Cascade	Reactome	R-HSA-168142	10	82	1.28739485271e-05	7.20328072349e-05	8517|8945|6500|2002|1385|3725|5970|4615|4792|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168142
Toll Like Receptor 5 (TLR5) Cascade	Reactome	R-HSA-168176	10	82	1.28739485271e-05	7.20328072349e-05	8517|8945|6500|2002|1385|3725|5970|4615|4792|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168176
MyD88 cascade initiated on plasma membrane	Reactome	R-HSA-975871	10	82	1.28739485271e-05	7.20328072349e-05	8517|8945|6500|2002|1385|3725|5970|4615|4792|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975871
Glucagon signaling pathway	KEGG PATHWAY	hsa04922	11	102	1.38981740314e-05	7.74562268151e-05	2203|208|10891|6513|5562|5563|3276|23411|1385|2033|1387	http://www.genome.jp/kegg-bin/show_pathway?hsa04922/hsa:2033%09red/hsa:1387%09red/hsa:1385%09red/hsa:23411%09red/hsa:208%09red/hsa:5562%09red/hsa:5563%09red/hsa:3276%09red/hsa:6513%09red/hsa:10891%09red/hsa:2203%09red
Growth hormone receptor signaling	Reactome	R-HSA-982772	6	22	1.41149312969e-05	7.80752161876e-05	3667|4067|8660|2688|9021|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-982772
Hypertrophic cardiomyopathy (HCM)	KEGG PATHWAY	hsa05410	10	83	1.41753584e-05	7.80752161876e-05	4000|3569|3694|3479|5562|5563|4633|3685|3673|3675	http://www.genome.jp/kegg-bin/show_pathway?hsa05410/hsa:3569%09red/hsa:4000%09red/hsa:3675%09red/hsa:4633%09red/hsa:3479%09red/hsa:3685%09red/hsa:3694%09red/hsa:3673%09red/hsa:5562%09red/hsa:5563%09red
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Reactome	R-HSA-975138	10	83	1.41753584e-05	7.80752161876e-05	8517|8945|6500|2002|1385|3725|5970|4615|4792|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975138
EPH-ephrin mediated repulsion of cells	Reactome	R-HSA-3928665	8	49	1.43795238466e-05	7.85857698592e-05	2046|1948|2043|1969|2048|2049|102|4067	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3928665
Constitutive Signaling by Aberrant PI3K in Cancer	Reactome	R-HSA-2219530	8	49	1.43795238466e-05	7.85857698592e-05	5159|8503|5295|3667|8660|9965|5781|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219530
FGF signaling pathway	PANTHER	P00021	11	103	1.51144664322e-05	8.22833886847e-05	5584|10252|5037|6464|5588|5921|208|10253|2254|5777|7532	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00021
Toll receptor signaling pathway	PANTHER	P00054	8	50	1.63968745863e-05	8.85808167306e-05	7099|2002|929|3725|29110|5970|4615|4792	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00054
Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	R-HSA-168181	10	85	1.71208727343e-05	9.17887093359e-05	8517|8945|6500|2002|1385|3725|5970|4615|4792|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168181
MyD88 dependent cascade initiated on endosome	Reactome	R-HSA-975155	10	85	1.71208727343e-05	9.17887093359e-05	8517|8945|6500|2002|1385|3725|5970|4615|4792|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975155
Semaphorin interactions	Reactome	R-HSA-373755	9	67	1.73422749526e-05	9.26235139512e-05	8829|1020|998|391|23365|388|389|1400|64218	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373755
Regulation of TP53 Activity through Acetylation	Reactome	R-HSA-6804758	6	23	1.75039625446e-05	9.31342912753e-05	53615|208|2033|3066|3065|29117	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804758
Signaling by Hedgehog	Reactome	R-HSA-5358351	13	148	1.81807632612e-05	9.63717150314e-05	2735|2736|64750|8945|10197|6500|83737|8452|57758|7415|408|8405|51684	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358351
Factors involved in megakaryocyte development and platelet production	Reactome	R-HSA-983231	14	171	1.82593545819e-05	9.64258050955e-05	2623|1387|30846|2627|2033|998|23028|829|3066|3065|10938|25942|4602|1020	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983231
Huntington disease	PANTHER	P00029	12	127	1.94531143411e-05	0.000102346609033	1387|627|208|998|3092|59|391|2597|2033|72|3725|25942	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00029
Cell Cycle, Mitotic	Reactome	R-HSA-69278	26	503	2.00523738345e-05	0.000105107238315	595|9126|332|3065|1871|2801|8945|6249|4001|387893|5925|2033|22897|7532|894|7298|1869|8243|4605|10197|1026|84962|6502|6500|3014|3015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69278
Platelet degranulation 	Reactome	R-HSA-114608	12	128	2.09043455005e-05	0.000109167137614	308|967|7078|51706|948|2316|3479|81|3309|5054|10447|29789	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114608
Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	10	88	2.25196647362e-05	0.000117168735344	8517|8945|6500|2002|1385|3725|5970|4615|4792|4205	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168138
cAMP signaling pathway	KEGG PATHWAY	hsa04024	15	199	2.29877336493e-05	0.000119164354579	2735|8503|1387|627|1080|1129|208|2492|2033|2149|1385|3725|5970|5295|4792	http://www.genome.jp/kegg-bin/show_pathway?hsa04024/hsa:2149%09red/hsa:1385%09red/hsa:8503%09red/hsa:1080%09red/hsa:2033%09red/hsa:1387%09red/hsa:3725%09red/hsa:4792%09red/hsa:627%09red/hsa:208%09red/hsa:5295%09red/hsa:2492%09red/hsa:2735%09red/hsa:5970%09red/hsa:1129%09red
Nuclear Receptor transcription pathway	Reactome	R-HSA-383280	7	38	2.49173466879e-05	0.000128693988388	3164|5915|2103|7182|2100|2101|6097	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-383280
Post-translational protein modification	Reactome	R-HSA-597592	36	840	2.85051557628e-05	0.000146687115422	4303|23326|9126|1080|114548|8239|332|7347|59343|2801|86|6480|1984|6478|7158|2033|7415|408|8517|3607|4194|64750|4193|672|6489|8243|5045|7048|4792|10197|7703|6502|2147|29843|51720|8850	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-597592
Regulation of TP53 Activity through Phosphorylation	Reactome	R-HSA-6804756	10	91	2.93172591524e-05	0.00015031758329	1020|4194|4193|5562|5563|8445|28996|9891|672|94241	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804756
Response to elevated platelet cytosolic Ca2+	Reactome	R-HSA-76005	12	133	2.96648377487e-05	0.000151548627629	308|967|7078|51706|948|2316|3479|81|3309|5054|10447|29789	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76005
Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	Reactome	R-HSA-400206	11	112	3.09068761869e-05	0.000157323810193	1387|948|10891|8202|80306|2033|51129|8841|2101|25942|79718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-400206
B cell receptor signaling pathway	KEGG PATHWAY	hsa04662	9	73	3.21559586876e-05	0.000163093171761	8517|8503|4067|208|5295|5777|3725|5970|4792	http://www.genome.jp/kegg-bin/show_pathway?hsa04662/hsa:8517%09red/hsa:8503%09red/hsa:3725%09red/hsa:4792%09red/hsa:5295%09red/hsa:5777%09red/hsa:208%09red/hsa:5970%09red/hsa:4067%09red
EPH-Ephrin signaling	Reactome	R-HSA-2682334	10	93	3.47655346084e-05	0.000175696787806	2046|1948|2043|1969|998|2048|2049|5921|102|4067	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2682334
Platinum drug resistance	KEGG PATHWAY	hsa01524	9	75	3.90222597109e-05	0.000196504950687	8503|1026|208|5295|4193|672|332|355|27113	http://www.genome.jp/kegg-bin/show_pathway?hsa01524/hsa:1026%09red/hsa:8503%09red/hsa:672%09red/hsa:5295%09red/hsa:27113%09red/hsa:208%09red/hsa:355%09red/hsa:4193%09red/hsa:332%09red
p75NTR signals via NF-kB	Reactome	R-HSA-193639	5	16	4.37768158206e-05	0.000219663026004	8878|5584|5970|4615|4792	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193639
Mitotic G1-G1/S phases	Reactome	R-HSA-453279	12	139	4.42448078531e-05	0.000221224039265	10197|1026|595|7298|6502|6500|5925|3065|1871|1869|894|4605	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453279
G alpha (12/13) signalling events	Reactome	R-HSA-416482	9	77	4.70888475947e-05	0.00023378617996	8503|10672|5295|998|391|23365|9181|388|389	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416482
Negative regulation of the PI3K/AKT network	Reactome	R-HSA-199418	9	77	4.70888475947e-05	0.00023378617996	5159|8503|208|5295|3667|8660|9965|5781|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199418
Toxoplasmosis	KEGG PATHWAY	hsa05145	11	119	5.1549321001e-05	0.000254503851026	1234|8517|8503|208|5295|6772|7099|3918|5970|4615|4792	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:3918%09red/hsa:8517%09red/hsa:8503%09red/hsa:1234%09red/hsa:7099%09red/hsa:4792%09red/hsa:5295%09red/hsa:208%09red/hsa:5970%09red/hsa:4615%09red/hsa:6772%09red
Bacterial invasion of epithelial cells	KEGG PATHWAY	hsa05100	9	78	5.16227669456e-05	0.000254503851026	868|8503|5295|6464|998|391|1399|1398|10459	http://www.genome.jp/kegg-bin/show_pathway?hsa05100/hsa:868%09red/hsa:8503%09red/hsa:1399%09red/hsa:1398%09red/hsa:998%09red/hsa:5295%09red/hsa:10459%09red/hsa:6464%09red/hsa:391%09red
Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	PANTHER	P00032	6	29	5.41458966691e-05	0.000265089285776	8660|3667|3479|2002|5921|6198	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00032
YAP1- and WWTR1 (TAZ)-stimulated gene expression	Reactome	R-HSA-2032785	6	29	5.41458966691e-05	0.000265089285776	8850|860|4878|28996|79718|1387	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2032785
TP53 Regulates Transcription of Cell Death Genes	Reactome	R-HSA-5633008	7	44	5.74483134597e-05	0.000280284159094	604|27113|7159|332|355|1387|94241	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633008
AKT phosphorylates targets in the nucleus	Reactome	R-HSA-198693	4	8	6.27799733084e-05	0.000305240559879	2309|208|3164|1385	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198693
Platelet activation	KEGG PATHWAY	hsa04611	11	122	6.34973892237e-05	0.000306614105498	8503|4067|6786|10672|5295|5584|208|23365|5321|3673|2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04611/hsa:2149%09red/hsa:5584%09red/hsa:8503%09red/hsa:5321%09red/hsa:3673%09red/hsa:5295%09red/hsa:23365%09red/hsa:6786%09red/hsa:208%09red/hsa:10672%09red/hsa:4067%09red
Oxidative Stress Induced Senescence	Reactome	R-HSA-2559580	11	122	6.34973892237e-05	0.000306614105498	7295|9448|23512|23135|4193|3014|3015|1871|1869|3725|8726	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559580
VEGF signaling pathway	PANTHER	P00056	8	62	6.57678117636e-05	0.000316493565142	8503|8877|5295|5584|5588|5321|1410|2113	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00056
@@VEGF signaling pathway	KEGG PATHWAY	hsa04370	6	61	0.00196550712539	0.00684287665876	8503|8877|208|5295|998|5321	http://www.genome.jp/kegg-bin/show_pathway?hsa04370/hsa:8503%09red/hsa:5321%09red/hsa:998%09red/hsa:5295%09red/hsa:208%09red/hsa:8877%09red
Axon guidance mediated by Slit/Robo	PANTHER	P00008	5	18	7.00866724199e-05	0.000336129959565	389|9423|6586|998|59277	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00008
Hedgehog 'on' state	Reactome	R-HSA-5632684	9	83	8.02060994843e-05	0.000383357967027	2735|2736|10197|64750|83737|8452|408|8405|51684	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5632684
Regulation of TP53 Activity through Methylation	Reactome	R-HSA-6804760	5	19	8.71122544569e-05	0.00041356322823	4194|387893|2033|4193|10919	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6804760
Regulation of TLR by endogenous ligand	Reactome	R-HSA-5686938	5	19	8.71122544569e-05	0.00041356322823	6279|929|6280|948|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5686938
Type II diabetes mellitus	KEGG PATHWAY	hsa04930	7	48	9.41298787811e-05	0.00044537962779	8503|9370|5295|3667|8660|3099|9021	http://www.genome.jp/kegg-bin/show_pathway?hsa04930/hsa:3667%09red/hsa:8503%09red/hsa:8660%09red/hsa:9370%09red/hsa:5295%09red/hsa:3099%09red/hsa:9021%09red
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	Reactome	R-HSA-8864260	6	33	0.000101861650302	0.000480350926173	4605|1026|10765|2033|1387|51741	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8864260
Costimulation by the CD28 family	Reactome	R-HSA-388841	8	67	0.000107918011481	0.000505529555442	8503|4067|208|5295|998|5781|5133|5777	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388841
Cytosolic sensors of pathogen-associated DNA 	Reactome	R-HSA-1834949	8	68	0.000118573980484	0.000553606994976	8517|1387|9208|2033|29110|5970|4615|4792	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834949
PPARA activates gene expression	Reactome	R-HSA-1989781	10	110	0.000127239794866	0.000590158259083	948|10891|8202|80306|2033|51129|8841|2101|1387|79718	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1989781
Senescence-Associated Secretory Phenotype (SASP)	Reactome	R-HSA-2559582	10	110	0.000127239794866	0.000590158259083	1051|1026|3490|3569|3014|3015|3576|3725|5970|10919	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559582
Regulation of signaling by CBL	Reactome	R-HSA-912631	5	21	0.000130534672465	0.00060345537107	8503|5295|4067|1399|1398	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912631
Ras Pathway	PANTHER	P04393	8	70	0.000142499947591	0.000654478586655	6464|998|6772|2002|389|388|3725|2113	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P04393
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	Reactome	R-HSA-6811558	8	70	0.000142499947591	0.000654478586655	5159|8503|5295|3667|8660|9965|5781|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811558
Degradation of the extracellular matrix	Reactome	R-HSA-1474228	11	135	0.000146646371554	0.000671335661984	4312|4317|4320|7077|4327|3918|102|1514|5045|826|682	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1474228
MyD88 deficiency (TLR2/4)	Reactome	R-HSA-5602498	4	11	0.000165226079905	0.000749095732046	929|4615|948|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5602498
IRAK4 deficiency (TLR2/4)	Reactome	R-HSA-5603041	4	11	0.000165226079905	0.000749095732046	929|4615|948|7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5603041
PECAM1 interactions	Reactome	R-HSA-210990	4	11	0.000165226079905	0.000749095732046	3685|4067|5777|5781	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-210990
Adherens junction	KEGG PATHWAY	hsa04520	8	74	0.00020234000752	0.000913477265309	7082|81|998|10810|2033|1387|7048|5777	http://www.genome.jp/kegg-bin/show_pathway?hsa04520/hsa:7082%09red/hsa:2033%09red/hsa:1387%09red/hsa:998%09red/hsa:5777%09red/hsa:81%09red/hsa:10810%09red/hsa:7048%09red
Basal cell carcinoma	KEGG PATHWAY	hsa05217	7	55	0.000202778995774	0.000913477265309	2735|2736|1856|81029|8324|2535|51684	http://www.genome.jp/kegg-bin/show_pathway?hsa05217/hsa:2736%09red/hsa:81029%09red/hsa:2535%09red/hsa:1856%09red/hsa:2735%09red/hsa:51684%09red/hsa:8324%09red
Leukocyte transendothelial migration	KEGG PATHWAY	hsa04670	10	118	0.000216426763509	0.000970908381668	4633|8503|50848|5295|998|27035|1366|5781|81|1003	http://www.genome.jp/kegg-bin/show_pathway?hsa04670/hsa:8503%09red/hsa:5781%09red/hsa:1366%09red/hsa:998%09red/hsa:5295%09red/hsa:27035%09red/hsa:50848%09red/hsa:4633%09red/hsa:1003%09red/hsa:81%09red
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	Reactome	R-HSA-2892247	4	12	0.00021690506399	0.000970908381668	6657|79923|57167|6299	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2892247
RHO GTPase Effectors	Reactome	R-HSA-195258	17	304	0.000221726021134	0.000989347119615	27035|6249|2316|1080|998|1856|332|23028|5217|391|10810|3014|4771|388|389|3015|7532	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195258
Sema4D induced cell migration and growth-cone collapse	Reactome	R-HSA-416572	5	24	0.00022453471456	0.000992457515766	388|389|391|998|23365	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416572
glycolysis	BioCyc	PWY66-400	5	24	0.00022453471456	0.000992457515766	2597|3099|2821|229|2023	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-400
@@Glycolysis	Reactome	R-HSA-70171	5	30	0.000557334448039	0.00224526163353	2597|3099|2821|229|2023	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70171
@@Glycolysis	PANTHER	P00024	4	17	0.000660073914425	0.00259973245625	2597|3099|2821|2023	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00024
gluconeogenesis	BioCyc	PWY66-399	5	24	0.00022453471456	0.000992457515766	2597|2203|2821|229|2023	http://biocyc.org/HUMAN/NEW-IMAGE?type=NIL&object=PWY66-399
@@Gluconeogenesis	Reactome	R-HSA-70263	5	32	0.000724715550359	0.00282278708842	2597|2203|2821|229|2023	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70263
Antigen processing: Ubiquitination & Proteasome degradation	Reactome	R-HSA-983168	17	307	0.000247141203107	0.00108896592619	23327|868|6500|8945|55294|10197|6502|64750|6477|4591|83737|81559|6478|8452|9021|9690|7428	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983168
SUMOylation	Reactome	R-HSA-2990846	9	98	0.000255643530298	0.00112292017981	7703|9126|7158|4193|672|332|59343|29843|8243	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2990846
Endothelin signaling pathway	PANTHER	P00019	8	77	0.000259602935178	0.0011332512031	8503|208|5295|5584|5588|5321|5045|5122	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00019
DNA Double Strand Break Response	Reactome	R-HSA-5693606	8	77	0.000259602935178	0.0011332512031	7158|3838|3014|322|672|9025|51720|23030	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693606
Estrogen signaling pathway	KEGG PATHWAY	hsa04915	9	99	0.000274128947702	0.00118929789619	2289|8503|208|5295|6464|4988|3725|2100|1385	http://www.genome.jp/kegg-bin/show_pathway?hsa04915/hsa:1385%09red/hsa:8503%09red/hsa:2100%09red/hsa:4988%09red/hsa:3725%09red/hsa:5295%09red/hsa:2289%09red/hsa:208%09red/hsa:6464%09red
Antigen processing-Cross presentation	Reactome	R-HSA-1236975	9	99	0.000274128947702	0.00118929789619	8517|9902|948|10197|3685|7099|929|1514|4615	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236975
