##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
RHO GTPases activate PKNs	Reactome	R-HSA-5625740	1	93	0.193576669426	0.210925521874	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625740
SUMO E3 ligases SUMOylate target proteins	Reactome	R-HSA-3108232	1	93	0.193576669426	0.210925521874	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3108232
Circadian entrainment	KEGG PATHWAY	hsa04713	1	95	0.197264143773	0.214606046522	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04713/hsa:5594%09red
Amyloid fiber formation	Reactome	R-HSA-977225	1	97	0.200934941121	0.218256918804	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977225
SUMOylation	Reactome	R-HSA-2990846	1	98	0.202764109243	0.21955551204	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2990846
Processing of DNA double-strand break ends	Reactome	R-HSA-5693607	1	98	0.202764109243	0.21955551204	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693607
Antigen processing-Cross presentation	Reactome	R-HSA-1236975	1	99	0.204589136061	0.221186070656	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236975
Retrograde endocannabinoid signaling	KEGG PATHWAY	hsa04723	1	101	0.208226802852	0.224768184386	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04723/hsa:5594%09red
Transcriptional regulation by small RNAs	Reactome	R-HSA-5578749	1	102	0.210039461307	0.226372234348	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5578749
Positive epigenetic regulation of rRNA expression	Reactome	R-HSA-5250913	1	105	0.21545284738	0.231845998812	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250913
NoRC negatively regulates rRNA expression	Reactome	R-HSA-427413	1	106	0.217249143541	0.23305519578	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427413
Diseases of metabolism	Reactome	R-HSA-5668914	1	106	0.217249143541	0.23305519578	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5668914
Stimuli-sensing channels	Reactome	R-HSA-2672351	1	108	0.220829541871	0.236529942066	7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2672351
Negative epigenetic regulation of rRNA expression	Reactome	R-HSA-5250941	1	109	0.22261366224	0.236975833997	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250941
O-linked glycosylation	Reactome	R-HSA-5173105	1	109	0.22261366224	0.236975833997	4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5173105
Integration of energy metabolism	Reactome	R-HSA-163685	1	109	0.22261366224	0.236975833997	6794	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163685
RNA Polymerase I Promoter Clearance	Reactome	R-HSA-73854	1	109	0.22261366224	0.236975833997	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73854
RNA Polymerase I Transcription	Reactome	R-HSA-73864	1	111	0.226169790728	0.240392124194	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73864
Serotonergic synapse	KEGG PATHWAY	hsa04726	1	112	0.227941816925	0.241904562219	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04726/hsa:5594%09red
Glutamatergic synapse	KEGG PATHWAY	hsa04724	1	114	0.231473838269	0.245277324037	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04724/hsa:5594%09red
Meiosis	Reactome	R-HSA-1500620	1	117	0.236741927192	0.25047657335	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1500620
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	Reactome	R-HSA-198933	1	120	0.241974298589	0.25562223921	999	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198933
Oocyte meiosis	KEGG PATHWAY	hsa04114	1	123	0.247171191949	0.260714818905	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04114/hsa:5594%09red
RHO GTPases Activate Formins	Reactome	R-HSA-5663220	1	129	0.257459494597	0.271154148565	5217	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663220
Dopaminergic synapse	KEGG PATHWAY	hsa04728	1	130	0.259160639734	0.272531598385	207	http://www.genome.jp/kegg-bin/show_pathway?hsa04728/hsa:207%09red
Gene Silencing by RNA	Reactome	R-HSA-211000	1	131	0.260857930312	0.273900826828	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211000
HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)	Reactome	R-HSA-5693567	1	132	0.26255137497	0.275261880263	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693567
Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	1	133	0.264240982324	0.276614804759	7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856828
Natural killer cell mediated cytotoxicity	KEGG PATHWAY	hsa04650	1	135	0.267608719497	0.279717711329	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04650/hsa:5594%09red
Systemic lupus erythematosus	KEGG PATHWAY	hsa05322	1	136	0.269286866457	0.281047889239	3014	http://www.genome.jp/kegg-bin/show_pathway?hsa05322/hsa:3014%09red
Homology Directed Repair	Reactome	R-HSA-5693538	1	138	0.272631759834	0.284110991827	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693538
Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell	Reactome	R-HSA-112314	1	140	0.27596150921	0.287149137962	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112314
HIV Life Cycle	Reactome	R-HSA-162587	1	145	0.284220071887	0.295299115169	7852	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162587
Epigenetic regulation of gene expression	Reactome	R-HSA-212165	1	146	0.285860569896	0.296558944518	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212165
RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	Reactome	R-HSA-504046	1	149	0.290759785418	0.301190629738	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-504046
Influenza Infection	Reactome	R-HSA-168254	1	150	0.292385458815	0.30242257158	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168254
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	1	166	0.317900592945	0.328323563205	1410	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:1410%09red
Factors involved in megakaryocyte development and platelet production	Reactome	R-HSA-983231	1	171	0.325685862299	0.335863545496	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983231
Purine metabolism	KEGG PATHWAY	hsa00230	1	176	0.333383238458	0.34329061553	58497	http://www.genome.jp/kegg-bin/show_pathway?hsa00230/hsa:58497%09red
mRNA Splicing - Major Pathway	Reactome	R-HSA-72163	1	177	0.33491225306	0.344353399659	4904	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72163
Calcium signaling pathway	KEGG PATHWAY	hsa04020	1	180	0.339478516139	0.348531276569	2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04020/hsa:2149%09red
mRNA Splicing	Reactome	R-HSA-72172	1	185	0.347020150347	0.355746988447	4904	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72172
Membrane Trafficking	Reactome	R-HSA-199991	2	537	0.349130688071	0.357381930329	7474|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
G alpha (q) signalling events	Reactome	R-HSA-416476	1	189	0.352992087662	0.360801647123	2149	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416476
Huntington's disease	KEGG PATHWAY	hsa05016	1	193	0.358910002375	0.366310208609	7157	http://www.genome.jp/kegg-bin/show_pathway?hsa05016/hsa:7157%09red
Biological oxidations	Reactome	R-HSA-211859	1	198	0.366232162368	0.37323365959	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211859
Vesicle-mediated transport	Reactome	R-HSA-5653656	2	573	0.378704034199	0.38537723304	7474|207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
Transmission across Chemical Synapses	Reactome	R-HSA-112315	1	208	0.380629243996	0.38676842535	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112315
Ion channel transport	Reactome	R-HSA-983712	1	211	0.384884947789	0.390520159323	7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983712
HIV Infection	Reactome	R-HSA-162906	1	224	0.402994609027	0.408297169672	7852	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162906
Processing of Capped Intron-Containing Pre-mRNA	Reactome	R-HSA-72203	1	231	0.412526503387	0.417344331164	4904	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72203
Chromatin organization	Reactome	R-HSA-4839726	1	265	0.45672542852	0.460714296891	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4839726
Chromatin modifying enzymes	Reactome	R-HSA-3247509	1	265	0.45672542852	0.460714296891	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3247509
Neuroactive ligand-receptor interaction	KEGG PATHWAY	hsa04080	1	278	0.47274154955	0.476177171276	2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04080/hsa:2149%09red
Organelle biogenesis and maintenance	Reactome	R-HSA-1852241	1	339	0.541872899469	0.544228868597	4209	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1852241
Neuronal System	Reactome	R-HSA-112316	1	339	0.541872899469	0.544228868597	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112316
Class I MHC mediated antigen processing & presentation	Reactome	R-HSA-983169	1	369	0.572503176954	0.574160204962	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983169
Metabolism	Reactome	R-HSA-1430728	4	1975	0.667689452854	0.668654322005	9420|6794|207|51706	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1430728
Metabolism of lipids and lipoproteins	Reactome	R-HSA-556833	1	707	0.804680315641	0.804680315641	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-556833

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
